Records,410,435,460,485,510,535,560,585,610,645,680,705,730,760,810,860,900,940,Capacitity Moist,Temp,Moist,EC (u/10 gram),Ph,Nitro (mg/10 g),Posh Nitro (mg/10 g),Pota Nitro (mg/10 g)
80_0ml-9,705.54,143.53,357.29,92.02,171.57,157.18,28.27,33.13,141.01,45.58,89.76,8.94,16.18,16.1,35,117.1,14.4,6.2,2660,38.3,0,0,6.94,0,0,0
80_25ml-1,671.69,130.13,324.64,86.11,150.59,147.36,20.97,24.14,98.24,33.52,68.82,6.8,12.94,13.69,25.61,79.54,11.52,6.2,2393,38.3,0,1.19,7.27,0.11,0.15,0.39
80_25ml-10,670.15,130.13,324.64,85.27,149.84,146.66,20.97,23.73,97.09,33.52,68.82,6.8,12.94,13.69,25.61,79.54,11.52,6.2,2389,38.3,0,1.23,6.91,0.11,0.15,0.4
80_25ml-2,670.92,131.09,324.64,85.27,150.59,146.66,20.97,24.14,98.24,33.52,67.82,6.8,12.94,13.69,25.61,79.54,11.52,6.2,2388,38.3,4.3,1.19,7.01,0.11,0.15,0.39
80_25ml-3,670.92,130.13,324.64,85.27,150.59,147.36,20.97,24.14,98.24,33.52,68.82,6.8,12.94,13.69,25.61,79.54,11.52,6.2,2396,38.3,4.3,1.2,7.01,0.11,0.15,0.4
80_25ml-4,670.92,130.13,324.64,86.11,149.84,147.36,20.97,24.14,98.24,33.52,68.82,6.8,12.94,13.69,25.61,79.54,11.52,6.2,2394,38.3,0,1.21,7.01,0.11,0.15,0.4
80_25ml-5,670.92,130.13,324.64,86.11,149.84,147.36,20.97,24.14,98.24,33.52,68.82,6.8,12.94,13.69,25.61,79.54,11.52,6.2,2393,38.3,0,1.22,7.01,0.11,0.15,0.4
80_25ml-6,670.92,131.09,324.64,78.52,149.84,134.03,19.15,21.68,89,33.52,63.83,6.08,12.13,12.88,25.61,72.91,11.52,5.31,2392,38.3,0,1.22,6.95,0.11,0.15,0.4
80_25ml-7,670.92,131.09,324.64,80.21,149.84,134.73,19.61,22.5,89,33.52,68.82,6.44,12.13,12.88,25.61,74.02,11.52,6.2,2394,38.3,0,1.22,6.95,0.11,0.15,0.4
80_25ml-8,670.15,131.09,324.64,77.67,150.59,132.62,19.15,21.68,87.84,33.52,63.83,6.08,12.13,12.08,25.61,72.91,11.52,5.31,2391,38.3,0,1.22,6.95,0.11,0.15,0.4
80_25ml-9,670.92,130.13,324.64,77.67,149.84,131.92,18.7,21.68,87.84,33.52,63.83,6.08,12.13,12.08,25.61,72.91,11.52,5.31,2396,38.3,0,1.23,6.95,0.11,0.15,0.4
80_50ml-1,684,132.04,326.46,84.43,150.59,142.45,20.97,24.14,92.46,33.9,59.84,6.8,12.13,12.88,24.76,70.7,11.52,6.2,2345,38.3,25.4,2.36,7.03,0.17,0.23,0.59
80_50ml-10,677.07,131.09,323.74,78.52,149.09,132.62,19.61,22.09,86.68,33.52,59.84,6.08,11.33,12.08,23.9,66.28,11.52,5.31,2349,38.3,25.8,2.43,7.86,0.17,0.24,0.6
80_50ml-2,684,132.04,326.46,86.96,150.59,146.66,21.89,24.54,95.93,33.9,64.83,6.8,12.94,12.88,23.9,71.81,11.52,6.2,2344,38.3,25.4,2.37,7.03,0.17,0.23,0.59
80_50ml-3,681.69,132.04,325.55,86.96,150.59,147.36,21.89,24.54,95.93,33.52,64.83,6.8,12.94,13.69,24.76,72.91,11.52,6.2,2352,38.3,26,2.4,7.03,0.17,0.24,0.6
80_50ml-4,680.15,132.04,325.55,84.43,149.84,142.45,20.97,23.73,93.62,33.52,59.84,6.8,12.13,12.88,23.9,70.7,11.52,6.2,2347,38.3,26.4,2.4,7.03,0.17,0.24,0.6
80_50ml-5,679.38,132.04,324.64,86.96,149.84,144.55,21.43,24.54,94.78,33.52,65.83,6.8,12.94,12.88,23.9,72.91,11.52,6.2,2353,38.3,26.4,2.41,7.09,0.17,0.24,0.6
80_50ml-6,678.61,132.04,324.64,86.11,149.84,145.96,21.43,24.54,95.93,33.52,65.83,6.8,12.94,13.69,23.9,72.91,11.52,6.2,2338,38.3,25.8,2.41,7.09,0.17,0.24,0.6
80_50ml-7,677.84,132.04,324.64,84.43,149.84,142.45,20.97,23.73,93.62,33.52,59.84,6.8,12.94,12.88,23.9,70.7,11.52,6.2,2345,38.3,25.8,2.41,7.09,0.17,0.24,0.6
80_50ml-8,677.84,131.09,323.74,92.02,149.84,156.48,22.8,25.77,102.87,33.52,65.83,7.15,13.75,14.49,23.9,76.22,11.52,6.2,2344,38.3,25.8,2.42,7.09,0.17,0.24,0.6
80_50ml-9,677.84,131.09,323.74,86.11,149.84,145.25,21.43,24.14,94.78,33.52,65.83,6.8,12.94,12.88,23.9,71.81,11.52,6.2,2327,38.3,25.8,2.43,7.86,0.17,0.24,0.6
91_0ml-1,711.7,143.53,359.1,93.71,173.06,162.1,27.36,31.5,135.23,41.81,90.76,8.23,16.18,16.1,33.3,111.58,13.25,6.2,2637,36.3,0,0,7.73,0,0,0
91_0ml-10,710.93,143.53,359.1,91.18,173.06,157.89,26.9,30.68,131.76,41.81,84.78,8.23,16.18,15.3,33.3,109.37,13.83,6.2,2638,36.3,0,0,7.92,0,0,0
91_0ml-2,710.93,143.53,359.1,88.65,173.06,151.57,25.99,29.45,127.14,41.81,90.76,7.87,15.37,14.49,33.3,106.05,13.83,6.2,2580,36.3,0,0,7.73,0,0,0
91_0ml-3,710.93,143.53,358.2,91.18,173.06,157.89,26.9,30.68,131.76,41.81,84.78,8.23,16.18,15.3,33.3,109.37,13.83,6.2,2636,36.3,0,0,7.3,0,0,0
91_0ml-4,710.93,143.53,359.1,92.02,173.06,157.89,26.9,30.68,131.76,41.81,84.78,8.23,16.18,15.3,33.3,109.37,13.83,6.2,2631,36.3,0,0,7.3,0,0,0
91_0ml-5,710.93,143.53,359.1,93.71,173.06,162.1,27.36,31.5,134.07,41.81,90.76,8.23,16.18,15.3,33.3,110.47,13.83,6.2,2635,36.3,0,0,7.3,0,0,0
91_0ml-6,710.93,143.53,358.2,94.56,173.06,162.8,27.36,31.5,136.38,41.43,89.76,8.23,16.18,16.1,33.3,111.58,13.83,6.2,2637,36.3,0,0,7.3,0,0,0
91_0ml-7,710.93,143.53,358.2,86.96,173.06,149.46,25.53,29.04,124.83,41.81,90.76,7.87,15.37,14.49,33.3,103.84,13.83,6.2,2639,36.3,0,0,7.92,0,0,0
91_0ml-8,710.93,143.53,359.1,92.02,173.06,157.89,26.9,30.68,131.76,41.81,84.78,8.23,16.18,15.3,33.3,109.37,13.83,6.2,2635,36.3,0,0,7.92,0,0,0
91_0ml-9,710.93,143.53,358.2,91.18,173.06,157.18,26.9,30.68,131.76,41.81,84.78,8.23,16.18,15.3,33.3,108.26,13.83,6.2,2652,36.3,0,0,7.92,0,0,0
91_25ml-1,670.15,130.13,323.74,86.11,149.84,145.96,20.52,22.91,93.62,31.64,61.84,6.8,12.94,13.69,23.9,72.91,10.95,6.2,2334,36.2,15.3,1.97,7.7,0.15,0.21,0.53
91_25ml-10,669.38,130.13,324.64,86.96,149.84,147.36,20.52,23.32,94.78,32.02,60.84,6.8,12.94,13.69,23.9,69.6,11.52,6.2,2378,36.2,15.2,2,7.88,0.15,0.21,0.53
91_25ml-2,669.38,130.13,323.74,82.74,149.84,142.45,20.06,22.5,91.31,31.64,56.85,6.44,12.94,12.88,23.9,67.39,10.95,6.2,2393,36.2,15.3,1.98,7.7,0.15,0.21,0.53
91_25ml-3,669.38,130.13,323.74,83.58,149.84,143.15,20.06,22.5,92.46,31.64,56.85,6.44,12.94,12.88,23.9,67.39,11.52,6.2,2312,36.2,15.3,1.98,7.67,0.15,0.21,0.53
91_25ml-4,669.38,130.13,323.74,84.43,149.84,145.25,20.06,22.91,93.62,31.64,60.84,6.44,12.94,12.88,23.9,68.49,10.95,6.2,2381,36.2,15.3,1.98,7.67,0.15,0.21,0.53
91_25ml-5,669.38,130.13,323.74,84.43,149.84,145.25,20.52,22.91,93.62,31.64,61.84,6.8,12.94,12.88,23.9,68.49,11.52,6.2,2381,36.2,15.3,1.99,7.67,0.15,0.21,0.53
91_25ml-6,669.38,130.13,324.64,83.58,149.84,143.15,20.06,22.5,92.46,32.02,56.85,6.44,12.94,12.88,23.9,67.39,11.52,6.2,2378,36.2,15.3,2,7.67,0.15,0.21,0.53
91_25ml-7,670.15,130.13,323.74,87.8,149.84,148.06,20.52,23.32,95.93,32.02,61.84,6.8,12.94,13.69,23.9,72.91,11.52,6.2,2380,36.2,15.3,2,7.88,0.15,0.21,0.53
91_25ml-8,669.38,130.13,323.74,85.27,149.84,147.36,20.52,22.91,94.78,32.02,61.84,6.8,12.94,13.69,23.9,68.49,11.52,6.2,2356,36.2,15.2,2,7.88,0.15,0.21,0.53
91_25ml-9,669.38,130.13,323.74,82.74,149.84,142.45,19.61,22.5,91.31,32.02,56.85,6.44,12.94,12.88,23.9,67.39,11.52,6.2,2381,36.2,15.2,2,7.88,0.15,0.21,0.53
91_50ml-1,682.46,132.04,328.27,84.43,151.34,143.85,20.52,23.32,93.62,33.15,58.84,6.44,12.94,12.88,24.76,70.7,11.52,6.2,2273,36.3,22,2,7.13,0.15,0.21,0.53
91_50ml-10,680.15,132.04,328.27,86.11,151.34,148.76,20.97,23.73,97.09,33.15,62.83,6.8,13.75,13.69,24.76,71.81,11.52,6.2,2333,36.3,21,2,7.88,0.15,0.21,0.53
91_50ml-2,681.69,132.04,328.27,81.05,151.34,137.54,19.61,22.09,90.15,33.15,64.83,6.44,12.13,12.88,24.76,68.49,11.52,5.31,2313,36.3,22,2,7.92,0.15,0.21,0.53
91_50ml-3,682.46,132.04,328.27,86.11,151.34,145.25,20.52,23.32,94.78,33.15,63.83,6.8,12.94,13.69,24.76,71.81,11.52,6.2,2354,36.3,21.7,2,7.92,0.15,0.21,0.53
91_50ml-4,681.69,132.04,328.27,86.11,151.34,148.06,20.97,23.73,97.09,33.15,63.83,6.8,12.94,13.69,24.76,72.91,11.52,6.2,2292,36.3,21.6,2,7.92,0.15,0.21,0.53
91_50ml-5,680.92,132.04,328.27,85.27,151.34,146.66,20.52,23.73,95.93,33.15,63.83,6.8,12.94,13.69,24.76,71.81,11.52,6.2,2309,36.3,21.6,2,7.92,0.15,0.21,0.53
91_50ml-6,680.92,132.04,328.27,78.52,151.34,133.33,18.7,21.68,86.68,33.15,58.84,6.08,12.13,12.08,24.76,66.28,11.52,5.31,2308,36.3,21.6,2,7.92,0.15,0.21,0.53
91_50ml-7,680.92,132.04,328.27,85.27,151.34,146.66,20.97,23.73,95.93,33.15,63.83,6.8,12.94,13.69,24.76,71.81,11.52,6.2,2315,36.3,21.3,2,7.87,0.15,0.21,0.53
91_50ml-8,680.15,132.04,328.27,83.58,151.34,143.85,20.06,22.91,93.62,32.77,58.84,6.44,12.94,12.88,24.76,70.7,11.52,6.2,2313,36.3,21.3,2,7.87,0.15,0.21,0.53
91_50ml-9,680.92,132.04,328.27,84.43,151.34,143.85,20.52,23.32,94.78,33.15,58.84,6.44,12.94,12.88,24.76,70.7,11.52,6.2,2313,36.3,21.2,2,7.87,0.15,0.21,0.53
96_0ml-1,787.87,169.36,425.3,103.84,206.03,180.34,28.73,34.36,171.06,47.46,107.72,9.3,21.84,20.13,44.39,152.45,17.28,7.08,2652,38.3,0,0,7.05,0,0,0
96_0ml-10,786.33,169.36,424.4,106.38,205.28,184.55,29.64,35.18,175.68,47.46,114.7,9.66,22.65,20.93,44.39,154.66,17.28,7.08,2697,38.3,0,0,7.12,0,0,0
96_0ml-2,787.1,169.36,424.4,106.38,205.28,185.25,29.64,35.18,176.84,47.46,113.7,9.66,22.65,20.93,44.39,155.76,17.28,7.08,2662,38.3,0,0,7.07,0,0,0
96_0ml-3,786.33,169.36,424.4,98.78,205.28,170.52,27.81,33.13,162.97,47.46,114.7,8.94,21.03,20.13,44.39,145.82,17.28,7.08,2650,38.3,0,0,7.07,0,0,0
96_0ml-4,786.33,168.41,423.49,103.84,205.28,179.64,28.73,34.36,171.06,47.46,107.72,9.3,21.84,20.13,44.39,151.35,17.28,7.08,2653,38.3,0,0,7.07,0,0,0
96_0ml-5,786.33,168.41,423.49,103.84,205.28,179.64,28.73,34.36,171.06,47.46,107.72,9.3,21.84,20.13,44.39,151.35,17.28,7.08,2652,38.3,0,0,7.07,0,0,0
96_0ml-6,786.33,169.36,424.4,106.38,205.28,184.55,29.64,35.18,175.68,47.46,113.7,9.66,22.65,20.93,44.39,154.66,17.28,7.08,2649,38.3,0,0,7.12,0,0,0
96_0ml-7,786.33,168.41,424.4,103.84,205.28,180.34,28.73,34.36,171.06,47.46,107.72,9.3,21.84,20.13,44.39,151.35,17.28,7.08,2577,38.3,0,0,7.12,0,0,0
96_0ml-8,786.33,169.36,424.4,106.38,205.28,185.25,29.64,35.18,176.84,47.46,113.7,9.66,22.65,20.93,44.39,154.66,17.28,7.08,2652,38.3,0,0,7.12,0,0,0
96_0ml-9,786.33,169.36,424.4,96.25,205.28,166.31,26.9,31.91,158.34,47.46,107.72,8.59,20.22,19.32,44.39,142.51,17.28,6.2,2653,38.3,0,0,7.12,0,0,0
96_25ml-1,716.31,144.48,361.82,95.4,167.07,159.29,22.34,25.77,119.05,35.78,76.8,7.87,15.37,15.3,29.88,97.21,13.83,7.08,2575,38.4,19.9,2,7.06,0.15,0.21,0.53
96_25ml-10,714.01,144.48,360.92,95.4,167.07,159.99,22.34,26.18,120.2,36.16,75.8,7.87,15.37,15.3,29.88,97.21,13.83,7.08,2593,38.4,19.6,2,7.92,0.15,0.21,0.53
96_25ml-2,715.54,144.48,360.92,94.56,167.07,157.18,21.89,25.77,117.89,36.16,75.8,7.87,15.37,15.3,29.88,96.11,13.83,7.08,2590,38.4,19.7,2,7.06,0.15,0.21,0.53
96_25ml-3,715.54,143.53,360.92,100.47,166.32,171.22,23.71,27.82,128.29,36.16,76.8,8.23,16.18,16.1,29.88,97.21,13.83,7.08,2599,38.3,19.7,2,7.06,0.15,0.21,0.53
96_25ml-4,714.77,143.53,360.92,91.18,167.07,153.67,21.43,24.95,115.58,36.16,70.81,7.51,15.37,14.49,29.88,89.48,13.83,6.2,2589,38.4,19.7,2,7.06,0.15,0.21,0.53
96_25ml-5,714.77,143.53,360.92,92.02,167.07,156.48,21.89,25.77,116.74,35.78,75.8,7.51,15.37,15.3,29.88,90.59,13.83,6.2,2589,38.4,19.6,2,7.94,0.15,0.21,0.53
96_25ml-6,714.01,143.53,360.92,91.18,167.07,153.67,21.43,24.95,115.58,36.16,70.81,7.51,15.37,14.49,29.88,89.48,13.83,6.2,2586,38.4,19.6,2,7.94,0.15,0.21,0.53
96_25ml-7,714.01,143.53,360.92,91.18,167.07,153.67,21.43,24.95,115.58,35.41,70.81,7.51,14.56,14.49,29.88,89.48,13.83,6.2,2594,38.4,19.6,2,7.94,0.15,0.21,0.53
96_25ml-8,714.01,143.53,360.92,90.34,167.07,153.67,21.43,24.95,115.58,35.78,70.81,7.51,14.56,14.49,29.88,89.48,13.83,6.2,2589,38.4,19.6,2,7.94,0.15,0.21,0.53
96_25ml-9,714.01,143.53,360.92,92.87,167.07,157.89,21.89,25.77,119.05,36.16,76.8,7.51,15.37,15.3,29.88,91.69,13.83,6.2,2590,38.4,19.6,2,7.92,0.15,0.21,0.53
96_50ml-1,674,130.13,320.11,86.96,152.09,143.85,25.99,27.82,128.29,37.29,75.8,8.59,13.75,14.49,30.73,95,12.67,6.2,2323,38.4,26.5,2.13,7.43,0.16,0.22,0.55
96_50ml-10,673.23,131.09,321.02,85.27,152.09,141.75,25.08,27,122.51,37.29,70.81,8.23,12.94,13.69,30.73,92.8,12.67,6.2,2332,38.4,27,2.3,7.97,0.17,0.23,0.58
96_50ml-2,673.23,131.09,320.11,89.49,152.09,145.96,25.99,27.82,122.51,37.29,74.8,8.59,13.75,14.49,29.88,99.42,12.67,7.08,2321,38.4,26.5,2.2,7.43,0.16,0.22,0.57
96_50ml-3,673.23,130.13,321.02,85.27,152.09,141.04,25.08,27,123.67,37.29,69.82,8.23,12.94,13.69,30.73,92.8,12.67,6.2,2326,38.4,26.1,2.16,7.43,0.16,0.22,0.56
96_50ml-4,672.46,130.13,320.11,80.21,152.09,131.92,23.71,25.36,115.58,37.29,70.81,7.51,12.13,12.88,30.73,87.27,12.67,5.31,2322,38.4,26.5,2.18,7.43,0.16,0.22,0.56
96_50ml-5,672.46,130.13,320.11,86.11,152.09,141.75,25.08,27,123.67,37.29,70.81,8.23,13.75,13.69,30.73,92.8,12.67,6.2,2317,38.4,26.5,2.23,8.02,0.16,0.22,0.57
96_50ml-6,672.46,130.13,321.02,80.21,152.09,131.22,23.25,24.95,114.42,37.29,70.81,7.51,12.13,12.88,30.73,87.27,12.67,5.31,2283,38.4,26.5,2.25,8.02,0.17,0.23,0.57
96_50ml-7,672.46,131.09,321.02,86.11,152.09,141.75,25.08,27,122.51,37.29,70.81,8.23,12.94,13.69,30.73,92.8,12.67,6.2,2320,38.4,27.1,2.29,8.02,0.17,0.23,0.58
96_50ml-8,672.46,131.09,321.02,82.74,152.09,136.13,24.17,26.18,117.89,37.67,74.8,7.87,12.94,13.69,30.73,90.59,12.67,6.2,2322,38.4,27.1,2.3,8.02,0.17,0.23,0.58
96_50ml-9,672.46,131.09,321.02,88.65,152.09,144.55,25.53,27.82,124.83,37.67,75.8,8.59,13.75,14.49,30.73,95,12.67,6.2,2317,38.4,27,2.3,7.97,0.17,0.23,0.58
N-11_6_0ml-1,819.41,175.1,441.62,108.91,218.77,190.87,33.74,41.32,201.11,60.27,124.67,11.09,27.51,25.76,53.79,178.96,19.59,7.97,2674,37.2,0,0,7.92,0,0,0
N-11_6_0ml-10,817.87,175.1,440.72,111.44,218.77,196.48,34.2,42.54,205.73,60.27,131.65,11.45,27.51,25.76,52.93,182.28,19.59,7.97,2635,37.2,0,0,8.07,0,0,0
N-11_6_0ml-2,818.64,175.1,440.72,112.29,218.77,197.88,34.65,42.95,208.04,60.27,131.65,11.45,27.51,26.57,53.79,184.49,19.59,7.97,2639,37.2,0,0,7.87,0,0,0
N-11_6_0ml-3,817.87,175.1,440.72,108.91,218.77,191.57,33.74,41.73,201.11,60.27,124.67,11.09,26.7,25.76,53.79,178.96,19.59,7.97,2635,37.2,0,0,7.87,0,0,0
N-11_6_0ml-4,817.87,175.1,440.72,108.07,218.77,190.87,33.74,41.32,201.11,60.27,124.67,11.09,26.7,25.76,53.79,178.96,19.59,7.97,2631,37.2,0,0,7.87,0,0,0
N-11_6_0ml-5,817.87,175.1,440.72,111.44,218.77,196.48,34.65,42.54,205.73,60.27,132.65,11.45,27.51,26.57,53.79,183.38,19.59,7.97,2657,37.2,0,0,7.87,0,0,0
N-11_6_0ml-6,817.87,175.1,440.72,112.29,218.77,197.88,34.65,42.95,208.04,60.27,131.65,11.45,28.31,26.57,53.79,184.49,19.59,7.97,2654,37.2,0,0,7.88,0,0,0
N-11_6_0ml-7,817.87,175.1,440.72,110.6,218.77,195.08,34.2,42.54,205.73,60.27,132.65,11.45,27.51,26.57,53.79,182.28,19.59,7.97,2626,37.2,0,0,7.88,0,0,0
N-11_6_0ml-8,817.11,175.1,440.72,111.44,218.77,196.48,34.65,42.54,206.89,60.27,131.65,11.45,27.51,26.57,53.79,183.38,19.59,7.97,2644,37.2,0,0,7.88,0,0,0
N-11_6_0ml-9,817.87,175.1,440.72,109.75,218.77,193.67,34.2,42.13,203.42,60.27,131.65,11.09,27.51,25.76,53.79,181.17,19.59,7.97,2640,37.2,0,0,7.88,0,0,0
N-11_6_25ml-1,746.32,148.31,370.89,95.4,176.06,164.9,24.62,29.04,132.92,42.19,88.77,7.87,18.61,19.32,35.86,115.99,14.4,7.08,2513,37.3,12.5,1.89,7.92,0.15,0.2,0.51
N-11_6_25ml-10,744.78,148.31,369.99,94.56,175.31,163.5,24.17,28.63,131.76,41.43,88.77,7.87,18.61,18.52,35.86,114.89,14.4,7.08,2514,37.3,12.3,1.88,7.88,0.15,0.2,0.51
N-11_6_25ml-2,747.09,148.31,371.8,94.56,176.06,162.8,24.17,28.63,131.76,41.81,88.77,7.87,18.61,18.52,35.86,114.89,14.4,7.08,2546,37.3,12.4,1.86,7.92,0.15,0.2,0.51
N-11_6_25ml-3,747.86,148.31,371.8,89.49,176.06,153.67,22.8,27,123.67,41.43,88.77,7.51,17.8,17.71,35.86,108.26,14.4,6.2,2516,37.3,12.3,1.87,7.87,0.15,0.2,0.51
N-11_6_25ml-4,747.09,148.31,371.8,94.56,175.31,164.2,24.17,29.04,131.76,41.43,89.76,7.87,18.61,18.52,35.86,114.89,14.4,7.08,2505,37.3,12.3,1.88,7.87,0.15,0.2,0.51
N-11_6_25ml-5,746.32,148.31,370.89,95.4,175.31,164.9,24.17,29.04,132.92,41.43,88.77,7.87,18.61,19.32,35.86,115.99,14.4,7.08,2575,37.3,12.3,1.88,7.87,0.15,0.2,0.51
N-11_6_25ml-6,745.55,148.31,369.99,95.4,175.31,165.6,24.17,29.04,134.07,41.43,88.77,7.87,18.61,19.32,35.86,115.99,14.4,7.08,2509,37.3,12.3,1.88,7.87,0.15,0.2,0.51
N-11_6_25ml-7,745.55,148.31,370.89,89.49,175.31,150.87,22.8,27,122.51,41.43,88.77,7.51,17.8,17.71,35.86,108.26,14.4,6.2,2516,37.3,12.3,1.88,7.88,0.15,0.2,0.51
N-11_6_25ml-8,744.78,148.31,369.99,96.25,175.31,163.5,24.17,28.63,131.76,41.43,88.77,7.87,18.61,18.52,35.86,114.89,14.4,6.2,2510,37.3,12.3,1.88,7.88,0.15,0.2,0.51
N-11_6_25ml-9,744.78,148.31,369.99,95.4,175.31,165.6,24.17,29.04,134.07,41.43,88.77,7.87,18.61,19.32,35.86,115.99,14.4,6.2,2546,37.3,12.3,1.89,7.88,0.15,0.2,0.51
N-11_6_50ml-1,734.01,142.57,359.1,89.49,165.57,159.29,23.71,27,144.47,38.42,89.76,7.87,19.42,19.32,38.42,121.52,13.83,6.2,2408,37.4,24.2,2,7.11,0.15,0.21,0.53
N-11_6_50ml-10,731.7,142.57,359.1,92.87,165.57,162.1,23.71,27.82,145.63,38.42,88.77,8.23,19.42,19.32,38.42,128.15,13.83,7.08,2406,37.4,24.2,2.04,6.89,0.15,0.21,0.54
N-11_6_50ml-2,734.01,142.57,360.01,92.02,165.57,162.8,24.17,27.82,146.79,38.42,88.77,8.23,19.42,19.32,39.27,130.36,13.83,7.08,2402,37.4,24.2,2,7.11,0.15,0.21,0.53
N-11_6_50ml-3,734.01,142.57,360.01,87.8,165.57,157.18,22.8,26.59,141.01,38.42,83.78,7.87,18.61,18.52,38.42,119.31,13.83,6.2,2411,37.4,24.2,2,7.11,0.15,0.21,0.53
N-11_6_50ml-4,732.47,142.57,359.1,91.18,165.57,162.1,23.71,27.41,145.63,38.42,89.76,7.87,19.42,19.32,38.42,121.52,13.83,6.2,2398,37.4,24.2,2,7.11,0.15,0.21,0.53
N-11_6_50ml-5,732.47,142.57,359.1,88.65,165.57,157.18,23.25,26.59,141.01,38.42,83.78,7.87,18.61,18.52,38.42,119.31,13.83,6.2,2403,37.4,24.2,2,6.96,0.15,0.21,0.53
N-11_6_50ml-6,731.7,142.57,359.1,83.58,165.57,148.06,21.89,25.36,132.92,38.42,89.76,7.51,17.8,17.71,38.42,113.79,13.83,6.2,2434,37.4,24.2,2.01,6.96,0.15,0.21,0.53
N-11_6_50ml-7,731.7,142.57,359.1,91.18,164.82,162.1,23.71,27.41,145.63,38.42,89.76,8.23,19.42,19.32,38.42,121.52,13.83,6.2,2401,37.4,24.2,2.02,6.96,0.15,0.21,0.53
N-11_6_50ml-8,731.7,142.57,359.1,88.65,165.57,157.18,23.25,26.59,141.01,38.42,83.78,7.87,19.42,19.32,38.42,118.2,13.83,6.2,2395,37.4,24.2,2.02,6.89,0.15,0.21,0.54
N-11_6_50ml-9,731.7,142.57,359.1,83.58,165.57,148.06,21.89,24.95,132.92,38.8,89.76,7.51,17.8,17.71,38.42,112.68,13.83,6.2,2403,37.4,24.2,2.03,6.89,0.15,0.21,0.54
N-14_15_0ml-1,770.94,160.75,406.26,102.16,196.29,176.83,33.74,41.32,174.53,58.38,110.71,10.73,20.22,18.52,42.69,143.61,17.28,7.08,2650,37.3,0,0,7.54,0,0,0
N-14_15_0ml-10,770.17,160.75,405.35,103,196.29,178.23,34.2,41.73,175.68,58.38,111.71,10.73,20.22,18.52,42.69,143.61,17.86,7.08,2642,37.3,0,0,7.57,0,0,0
N-14_15_0ml-2,770.94,161.71,405.35,103.84,196.29,178.23,34.2,41.73,175.68,58.38,111.71,10.73,20.22,19.32,42.69,144.72,17.28,7.08,2648,37.3,0,0,7.54,0,0,0
N-14_15_0ml-3,770.94,160.75,405.35,103.84,196.29,176.83,34.2,41.73,174.53,58.38,110.71,10.73,20.22,18.52,42.69,143.61,17.28,7.08,2647,37.3,0,0,7.54,0,0,0
N-14_15_0ml-4,770.94,161.71,405.35,105.53,196.29,179.64,34.65,42.54,176.84,58.38,110.71,11.09,21.03,19.32,42.69,154.66,17.28,7.97,2647,37.3,0,0,7.54,0,0,0
N-14_15_0ml-5,770.17,160.75,405.35,102.16,196.29,176.13,33.74,41.32,174.53,58.38,110.71,10.73,20.22,18.52,42.69,143.61,17.28,7.08,2649,37.3,0,0,7.56,0,0,0
N-14_15_0ml-6,770.94,160.75,405.35,103.84,196.29,178.94,34.65,41.73,176.84,58.38,109.71,10.73,20.22,18.52,42.69,144.72,17.28,7.08,2677,37.3,0,0,7.56,0,0,0
N-14_15_0ml-7,770.17,160.75,405.35,100.47,196.29,172.62,33.29,40.5,169.9,58.38,104.72,10.37,19.42,18.52,42.69,140.3,17.86,7.08,2650,37.3,0,0,7.56,0,0,0
N-14_15_0ml-8,770.17,160.75,406.26,100.47,196.29,173.32,33.29,40.91,171.06,58.38,104.72,10.73,20.22,18.52,42.69,141.4,17.28,7.08,2646,37.3,0,0,7.56,0,0,0
N-14_15_0ml-9,770.17,161.71,406.26,96.25,196.29,165.6,31.92,38.86,162.97,58.01,110.71,10.02,19.42,17.71,42.69,134.77,17.28,7.08,2635,37.3,0,0,7.57,0,0,0
N-14_15_25ml-1,702.46,135.87,340.97,81.89,160.33,138.94,21.43,25.36,101.71,39.55,66.82,7.15,13.75,12.88,29.03,81.75,12.67,6.2,2373,37.3,0,0,7.57,0,0,0
N-14_15_25ml-10,700.16,134.92,340.97,96.25,159.58,165.6,25.53,29.86,121.36,39.55,71.81,8.23,16.18,15.3,29.03,93.9,12.67,7.08,2374,37.4,10.6,1.41,8.02,0.12,0.17,0.43
N-14_15_25ml-2,701.69,134.92,341.87,90.34,160.33,155.08,23.71,28.23,113.27,39.55,72.81,7.87,15.37,14.49,28.17,89.48,12.67,6.2,2374,37.4,11.3,1.43,7.51,0.12,0.17,0.43
N-14_15_25ml-3,701.69,135.87,340.97,90.34,159.58,155.08,24.17,28.23,113.27,39.55,72.81,7.87,14.56,14.49,29.03,88.38,12.67,6.2,2371,37.4,11.1,1.43,7.51,0.12,0.17,0.43
N-14_15_25ml-4,700.93,134.92,340.97,89.49,160.33,154.38,23.71,27.82,113.27,39.55,71.81,7.87,14.56,14.49,29.03,88.38,13.25,6.2,2371,37.4,11.1,1.42,7.51,0.12,0.17,0.43
N-14_15_25ml-5,700.93,135.87,340.97,88.65,160.33,152.97,23.71,27.82,112.11,39.55,72.81,7.87,14.56,14.49,29.03,88.38,12.67,6.2,2353,37.4,10.9,1.41,7.51,0.12,0.17,0.43
N-14_15_25ml-6,700.93,135.87,340.97,89.49,160.33,154.38,23.71,28.23,113.27,39.93,72.81,7.87,14.56,14.49,29.03,88.38,13.25,6.2,2371,37.4,10.8,1.42,8.07,0.12,0.17,0.43
